ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
0 (0.24),0 (0.04),0 (0.24),0 (0.16),0 (0.24),0 (0.4),0 (0.08),0 (0.48),0 (0.44),0 (0.2),0 (0.16),0 (0.24),0 (0.44),0 (0.24),0 (0.08),0,BART,"(0,)",BART,TRUE,TRUE
1 (0.2),1 (0.64),1 (0.0),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.16),1 (0.2),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.0),1 (0.4),1 (0.12),1 (0.0),1 (0.08),1 (0.28),1 (0.04),1 (0.08),1 (0.08),1 (0.0),1 (0.44),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.4),0 (0.16),0 (0.04),0 (0.16),0 (0.16),0 (0.16),0 (0.04),0 (0.4),0 (0.28),0 (0.24),0 (0.24),0 (0.12),0 (0.4),0 (0.24),0 (0.28),0,"BERT,Falcon","(0, 0)",BERT,TRUE,TRUE
1 (0.56),1 (0.28),0 (0.36),0 (0.32),1 (0.24),0 (0.24),0 (0.0),0 (0.2),1 (0.32),0 (0.12),1 (0.24),0 (0.28),1 (0.28),1 (0.08),0 (0.04),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.12),0 (0.32),0 (0.12),0 (0.0),0 (0.16),0 (0.2),0 (0.0),0 (0.24),0 (0.24),0 (0.04),0 (0.16),0 (0.04),0 (0.04),0 (0.0),0 (0.04),0,"DistilBERT,Falcon,LLAMA3","(0, 0, 0)",DistilBERT,TRUE,TRUE
0 (0.04),0 (0.32),1 (0.36),0 (0.0),0 (0.6),1 (0.56),0 (0.28),1 (0.16),1 (0.12),1 (0.4),1 (0.32),1 (0.0),0 (0.36),0 (0.4),0 (0.48),0,"DistilBERT,W2V","(0, 1)",DistilBERT,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.28),1 (0.36),1 (0.4),1 (0.36),0 (0.12),1 (0.16),0 (0.2),1 (0.2),0 (0.36),1 (0.16),1 (0.12),1 (0.2),1 (0.2),1 (0.12),0 (0.2),0,"ELECTRA,RoBERTa,LLAMA3","(0, 1, 1)",ELECTRA,TRUE,TRUE
0 (0.24),0 (0.36),0 (0.16),0 (0.2),0 (0.32),0 (0.04),0 (0.0),0 (0.52),0 (0.2),0 (0.0),0 (0.08),0 (0.16),0 (0.2),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.2),1 (0.08),1 (0.12),1 (0.16),1 (0.28),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.04),1 (0.2),1 (0.2),1 (0.2),1 (0.0),1 (0.08),1,"ELMO,Falcon,Glove,LLAMA3","(1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.16),0 (0.24),0 (0.24),0 (0.08),0 (0.12),0 (0.12),0 (0.32),0 (0.48),0 (0.2),0 (0.2),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0,"RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0)",RoBERTa,TRUE,TRUE
0 (0.16),0 (0.16),0 (0.28),0 (0.48),0 (0.32),0 (0.28),0 (0.0),0 (0.0),1 (0.36),0 (0.32),0 (0.16),0 (0.36),0 (0.36),0 (0.2),0 (0.2),0,"Falcon,Fasttext","(0, 0)",Falcon,TRUE,TRUE
0 (0.24),0 (0.08),0 (0.48),0 (0.12),0 (0.2),0 (0.16),0 (0.0),0 (0.44),0 (0.04),0 (0.2),0 (0.64),0 (0.16),0 (0.16),0 (0.16),0 (0.04),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.12),1 (0.08),1 (0.08),1 (0.04),1 (0.0),1 (0.08),1 (0.0),1 (0.28),1 (0.28),1 (0.0),1 (0.0),1 (0.24),1 (0.2),1 (0.0),1 (0.0),1,"ELECTRA,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",ELECTRA,TRUE,TRUE
0 (0.2),1 (0.12),1 (0.04),1 (0.16),1 (0.28),0 (0.24),1 (0.04),1 (0.44),1 (0.04),1 (0.04),1 (0.36),1 (0.2),1 (0.28),1 (0.0),1 (0.0),1,"LLAMA3,MISTRAL","(1, 1)",LLAMA3,TRUE,TRUE
1 (0.0),1 (0.4),1 (0.24),1 (0.08),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,ELMO,Falcon,Fasttext,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.32),1 (0.12),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.32),0 (0.16),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0 (0.16),0 (0.28),0 (0.04),0 (0.44),0 (0.04),0 (0.04),0,"ALBERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove","(0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.56),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.36),0 (0.12),0 (0.04),0 (0.12),0 (0.2),0 (0.28),1 (0.44),1 (0.2),0 (0.12),0 (0.04),0 (0.28),0 (0.32),0 (0.0),0 (0.12),0,LLAMA3,"(0,)",LLAMA3,TRUE,TRUE
0 (0.24),1 (0.16),1 (0.32),0 (0.12),0 (0.4),1 (0.36),1 (0.12),1 (0.08),0 (0.28),1 (0.2),0 (0.24),0 (0.12),1 (0.4),1 (0.08),1 (0.08),1,"Fasttext,LLAMA3,MISTRAL","(1, 1, 1)",Fasttext,TRUE,TRUE
1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.04),1 (0.2),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1,"BERT,DistilBERT,ELECTRA,RoBERTa,W2V,MISTRAL","(1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.28),1 (0.56),0 (0.12),0 (0.4),0 (0.2),0 (0.12),0 (0.16),0 (0.12),0 (0.24),0 (0.12),0 (0.04),0 (0.0),0 (0.12),0 (0.08),0 (0.24),0,W2V,"(0,)",W2V,TRUE,TRUE
1 (0.16),1 (0.44),1 (0.48),1 (0.52),1 (0.32),0 (0.2),1 (0.28),1 (0.2),1 (0.08),0 (0.4),1 (0.24),1 (0.28),0 (0.4),1 (0.4),1 (0.28),1,Glove,"(1,)",Glove,TRUE,TRUE
0 (0.0),1 (0.44),0 (0.2),0 (0.04),0 (0.16),0 (0.08),0 (0.04),0 (0.24),0 (0.32),0 (0.0),0 (0.16),0 (0.04),0 (0.2),0 (0.04),0 (0.0),0,"ALBERT,LLAMA,MISTRAL","(0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.44),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.28),0 (0.36),0 (0.48),0 (0.32),0 (0.48),0 (0.16),0 (0.08),1 (0.28),0 (0.32),0 (0.08),0 (0.6),1 (0.12),0 (0.28),1 (0.36),0 (0.28),0,"Falcon,LLAMA","(0, 0)",Falcon,TRUE,TRUE
1 (0.16),1 (0.48),1 (0.08),1 (0.16),1 (0.28),1 (0.2),1 (0.0),1 (0.2),1 (0.08),1 (0.08),1 (0.28),1 (0.2),1 (0.28),1 (0.04),1 (0.0),1,"Falcon,MISTRAL","(1, 1)",Falcon,TRUE,TRUE
1 (0.16),1 (0.24),1 (0.16),1 (0.36),1 (0.32),1 (0.24),1 (0.2),1 (0.2),1 (0.52),1 (0.0),0 (0.28),0 (0.48),0 (0.2),1 (0.2),0 (0.16),0,LLAMA,"(1,)",LLAMA,FALSE,TRUE
0 (0.04),0 (0.32),0 (0.12),0 (0.12),0 (0.24),0 (0.24),0 (0.0),0 (0.08),0 (0.16),0 (0.0),0 (0.16),0 (0.04),1 (0.0),0 (0.0),0 (0.0),0,"Falcon,LLAMA,XLNET,LLAMA3,MISTRAL","(0, 0, 1, 0, 0)",Falcon,TRUE,TRUE
1 (0.32),1 (0.36),1 (0.52),1 (0.04),0 (0.04),1 (0.2),1 (0.44),1 (0.44),1 (0.4),1 (0.16),1 (0.2),1 (0.48),1 (0.56),1 (0.2),1 (0.28),0,"DistilBERT,ELECTRA","(1, 0)",ELECTRA,TRUE,TRUE
1 (0.12),0 (0.32),1 (0.4),1 (0.04),0 (0.32),1 (0.16),0 (0.12),1 (0.16),1 (0.16),1 (0.4),1 (0.64),1 (0.0),1 (0.28),0 (0.08),1 (0.28),1,W2V,"(1,)",W2V,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.32),0 (0.32),1 (0.32),1 (0.28),1 (0.2),1 (0.24),1 (0.0),1 (0.28),1 (0.12),1 (0.08),1 (0.08),1 (0.36),0 (0.32),1 (0.2),1 (0.0),1,"Falcon,MISTRAL","(1, 1)",Falcon,TRUE,TRUE
1 (0.04),1 (0.48),1 (0.04),1 (0.0),1 (0.08),1 (0.04),1 (0.0),1 (0.16),1 (0.28),1 (0.16),1 (0.36),1 (0.0),1 (0.32),1 (0.16),1 (0.2),1,"DistilBERT,Falcon,W2V","(1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.04),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.04),0 (0.52),0 (0.12),0 (0.32),0 (0.24),0 (0.24),0 (0.32),0 (0.44),0 (0.4),0 (0.28),0 (0.56),0 (0.12),0 (0.12),0,"ALBERT,BART","(0, 0)",ALBERT,TRUE,TRUE
1 (0.12),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.28),1 (0.0),1 (0.04),1,"BERT,DistilBERT,ELECTRA,ELMO,Fasttext,Glove,LLAMA,W2V,LLAMA3","(1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.16),0 (0.16),0 (0.16),0 (0.32),0 (0.24),0 (0.0),0 (0.08),0 (0.12),0 (0.4),0 (0.12),0 (0.24),0 (0.08),0 (0.0),0 (0.08),0 (0.24),0,"ELMO,XLNET","(0, 0)",ELMO,TRUE,TRUE
1 (0.08),1 (0.08),1 (0.32),1 (0.2),1 (0.2),1 (0.12),1 (0.04),1 (0.04),1 (0.28),1 (0.04),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.0),1,"RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1)",RoBERTa,TRUE,TRUE
0 (0.32),0 (0.12),0 (0.08),0 (0.32),0 (0.2),0 (0.12),0 (0.08),0 (0.08),0 (0.04),0 (0.12),0 (0.4),0 (0.28),0 (0.44),0 (0.08),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
0 (0.44),0 (0.44),0 (0.08),0 (0.4),0 (0.08),0 (0.16),0 (0.2),0 (0.04),0 (0.16),0 (0.12),0 (0.12),0 (0.28),0 (0.28),0 (0.08),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
0 (0.24),0 (0.28),0 (0.32),0 (0.48),0 (0.24),0 (0.44),0 (0.48),0 (0.72),0 (0.08),0 (0.48),0 (0.08),0 (0.48),0 (0.52),0 (0.52),0 (0.52),0,"Glove,RoBERTa","(0, 0)",Glove,TRUE,TRUE
0 (0.24),0 (0.0),0 (0.4),0 (0.08),0 (0.16),0 (0.12),0 (0.2),0 (0.28),0 (0.24),0 (0.16),0 (0.36),0 (0.08),0 (0.32),0 (0.16),0 (0.2),1,BART,"(0,)",BART,FALSE,FALSE
0 (0.16),0 (0.56),0 (0.0),0 (0.28),1 (0.12),0 (0.24),0 (0.24),0 (0.0),0 (0.08),0 (0.16),0 (0.16),0 (0.16),0 (0.24),0 (0.24),0 (0.28),0,"BERT,Fasttext","(0, 0)",BERT,TRUE,TRUE
0 (0.16),0 (0.2),0 (0.04),0 (0.28),0 (0.44),0 (0.24),0 (0.2),0 (0.48),0 (0.28),0 (0.56),0 (0.6),0 (0.48),0 (0.52),0 (0.2),0 (0.24),0,BERT,"(0,)",BERT,TRUE,TRUE
0 (0.32),0 (0.32),1 (0.32),0 (0.16),1 (0.4),0 (0.2),0 (0.2),0 (0.2),0 (0.28),0 (0.0),0 (0.16),0 (0.36),0 (0.2),0 (0.2),0 (0.0),0,"LLAMA,MISTRAL","(0, 0)",LLAMA,TRUE,TRUE
1 (0.04),1 (0.36),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"DistilBERT,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.08),1 (0.36),0 (0.24),0 (0.28),0 (0.44),0 (0.4),0 (0.12),0 (0.32),1 (0.52),0 (0.36),0 (0.16),0 (0.52),0 (0.32),0 (0.16),0 (0.08),0,"ALBERT,MISTRAL","(0, 0)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.08),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.32),1 (0.32),1 (0.44),1 (0.16),1 (0.04),1 (0.28),1 (0.32),1 (0.24),1 (0.24),1 (0.4),1 (0.32),1 (0.32),1 (0.12),1 (0.4),1 (0.08),1,ELECTRA,"(1,)",ELECTRA,TRUE,TRUE
1 (0.0),1 (0.4),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.2),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.08),0 (0.0),0 (0.04),0 (0.08),0 (0.16),0 (0.08),0 (0.0),0 (0.04),0 (0.12),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.28),0 (0.32),1 (0.28),1 (0.0),0 (0.2),1 (0.24),1 (0.16),1 (0.28),1 (0.4),0 (0.32),1 (0.16),1 (0.52),1 (0.28),1 (0.28),1 (0.04),1,DistilBERT,"(1,)",DistilBERT,TRUE,TRUE
1 (0.4),0 (0.28),1 (0.2),1 (0.28),0 (0.24),0 (0.72),0 (0.24),1 (0.2),0 (0.24),0 (0.0),0 (0.36),0 (0.2),1 (0.0),0 (0.36),0 (0.36),1,"LLAMA,XLNET","(0, 1)",XLNET,TRUE,TRUE
0 (0.04),0 (0.32),1 (0.04),0 (0.2),0 (0.52),0 (0.0),0 (0.0),0 (0.2),0 (0.0),0 (0.0),0 (0.52),0 (0.04),0 (0.12),0 (0.0),0 (0.0),0,"ELMO,Falcon,Glove,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.28),1 (0.48),1 (0.32),1 (0.0),1 (0.24),1 (0.2),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.4),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.04),0 (0.4),0 (0.08),0 (0.12),0 (0.4),0 (0.0),0 (0.12),0 (0.12),0 (0.28),0 (0.0),0 (0.16),0 (0.24),0 (0.2),0 (0.0),0 (0.0),0,"ELMO,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.08),1 (0.4),1 (0.04),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.0),1 (0.16),0 (0.0),0 (0.0),0 (0.16),0 (0.04),0 (0.04),0 (0.08),0 (0.52),0 (0.0),0 (0.0),0 (0.24),0 (0.08),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.08),1 (0.28),1 (0.16),1 (0.28),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.52),0 (0.32),0 (0.4),0 (0.08),0 (0.24),0 (0.44),0 (0.48),1 (0.24),1 (0.36),0 (0.4),0 (0.44),1 (0.24),1 (0.44),0 (0.32),0 (0.44),0,DistilBERT,"(0,)",DistilBERT,TRUE,TRUE
0 (0.12),0 (0.12),0 (0.0),0 (0.04),0 (0.36),0 (0.04),0 (0.0),0 (0.0),0 (0.08),0 (0.28),0 (0.2),0 (0.04),0 (0.4),0 (0.0),0 (0.0),0,"BERT,Falcon,Fasttext,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.24),0 (0.36),0 (0.04),0 (0.36),0 (0.2),0 (0.12),0 (0.08),0 (0.36),0 (0.36),0 (0.0),0 (0.12),0 (0.12),0 (0.24),0 (0.32),0 (0.0),0,"LLAMA,MISTRAL","(0, 0)",LLAMA,TRUE,TRUE
0 (0.2),0 (0.4),0 (0.28),0 (0.24),0 (0.04),0 (0.16),1 (0.48),0 (0.16),0 (0.32),0 (0.12),0 (0.32),0 (0.36),0 (0.0),0 (0.16),0 (0.0),0,"XLNET,MISTRAL","(0, 0)",XLNET,TRUE,TRUE
0 (0.2),0 (0.4),0 (0.32),0 (0.08),1 (0.48),0 (0.24),0 (0.16),0 (0.0),0 (0.28),0 (0.4),0 (0.44),0 (0.12),0 (0.32),0 (0.44),0 (0.0),0,"Fasttext,MISTRAL","(0, 0)",Fasttext,TRUE,TRUE
0 (0.64),0 (0.4),0 (0.04),0 (0.08),0 (0.4),0 (0.36),0 (0.04),0 (0.36),0 (0.12),0 (0.24),0 (0.32),0 (0.04),0 (0.16),0 (0.0),0 (0.04),0,LLAMA3,"(0,)",LLAMA3,TRUE,TRUE
0 (0.08),0 (0.56),1 (0.04),1 (0.04),0 (0.44),0 (0.36),0 (0.04),0 (0.32),0 (0.0),1 (0.0),0 (0.16),0 (0.28),0 (0.56),0 (0.16),1 (0.04),1,"Glove,LLAMA","(0, 1)",LLAMA,TRUE,TRUE
1 (0.28),0 (0.04),1 (0.24),0 (0.12),1 (0.32),0 (0.24),0 (0.28),0 (0.48),1 (0.4),0 (0.16),1 (0.08),0 (0.44),0 (0.4),0 (0.04),0 (0.2),0,"BART,LLAMA3","(0, 0)",BART,TRUE,TRUE
1 (0.04),1 (0.44),1 (0.0),1 (0.08),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.32),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.08),0 (0.04),1 (0.24),0 (0.44),0 (0.28),0 (0.0),0 (0.0),0 (0.24),0 (0.32),0 (0.0),0 (0.12),0 (0.2),0 (0.2),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
0 (0.12),0 (0.36),0 (0.24),0 (0.2),0 (0.6),0 (0.08),0 (0.04),0 (0.24),0 (0.24),0 (0.08),0 (0.08),0 (0.16),0 (0.28),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.0),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.08),0 (0.0),0 (0.2),0 (0.16),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.2),0 (0.36),0 (0.0),0 (0.28),0 (0.04),0 (0.08),0 (0.04),0 (0.4),0 (0.48),0 (0.16),0 (0.32),0 (0.36),0 (0.0),0 (0.4),0 (0.24),0,"BERT,XLNET","(0, 0)",BERT,TRUE,TRUE
1 (0.04),1 (0.12),1 (0.24),1 (0.0),1 (0.36),1 (0.16),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.16),1 (0.04),1 (0.28),1 (0.0),1 (0.04),1,"DistilBERT,Falcon,Fasttext,LLAMA,LLAMA3","(1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.48),1 (0.2),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.32),1 (0.04),1 (0.0),1 (0.28),1 (0.24),1 (0.28),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.08),0 (0.04),0 (0.44),0 (0.16),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.04),0 (0.12),0 (0.04),0 (0.0),0 (0.0),0,"ALBERT,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.32),0 (0.2),0 (0.16),0 (0.24),0 (0.04),0 (0.12),0 (0.16),0 (0.6),0 (0.04),0 (0.12),0 (0.12),0 (0.24),0 (0.04),0 (0.12),0,"ELMO,LLAMA,LLAMA3","(0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.24),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
