ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
2 (0.84),3 (0.84),4 (0.88),1 (0.8),4 (0.88),1 (0.72),0 (0.8),0 (0.72),2 (0.84),0 (0.84),1 (0.72),1 (0.8),0 (0.8),0 (0.8),0 (0.8),3,"ELMO,Fasttext,RoBERTa","(1, 0, 1)",Fasttext,FALSE,TRUE
4 (0.88),5 (0.84),3 (0.72),4 (0.64),3 (0.6),4 (0.84),4 (0.8),4 (0.76),4 (0.8),3 (0.72),4 (0.8),5 (1.0),4 (0.8),4 (0.76),3 (0.6),3,"MISTRAL, ELECTRA","(3, 3)",MISTRAL,TRUE,TRUE
4 (0.8),5 (0.92),3 (0.84),5 (0.8),3 (0.8),1 (0.96),4 (0.8),4 (0.72),4 (0.72),4 (0.8),4 (0.68),4 (0.8),4 (0.72),4 (0.88),4 (0.68),2,"RoBERTa,MISTRAL","(4, 4)",MISTRAL,FALSE,FALSE
2 (1.0),0 (0.84),0 (0.84),3 (0.8),1 (0.84),0 (0.8),2 (0.8),4 (0.88),3 (0.84),1 (0.76),2 (0.68),1 (0.84),1 (0.8),1 (0.8),3 (0.84),3,RoBERTa,"(2,)",RoBERTa,FALSE,TRUE
0 (0.96),3 (0.8),1 (0.88),1 (0.8),3 (0.84),0 (0.84),0 (0.72),2 (0.72),5 (0.84),0 (0.76),0 (0.76),2 (0.88),2 (0.84),0 (0.76),0 (0.84),0,"Falcon,Fasttext","(0, 2)",Falcon,TRUE,TRUE
2 (0.88),4 (0.68),4 (0.8),3 (0.8),4 (0.72),1 (0.56),3 (0.92),2 (0.68),2 (0.56),4 (0.88),4 (0.88),1 (0.84),4 (0.92),4 (0.8),4 (0.88),2,"ELMO,Glove","(1, 2)",Glove,TRUE,TRUE
2 (0.72),2 (0.88),3 (0.8),3 (0.48),2 (0.8),2 (0.68),2 (0.56),4 (0.6),3 (0.76),2 (0.48),4 (0.84),2 (0.72),0 (0.96),2 (0.56),4 (0.64),3,"DistilBERT,LLAMA","(3, 2)",DistilBERT,TRUE,TRUE
4 (0.8),1 (0.8),1 (0.88),1 (0.8),2 (0.88),1 (0.88),2 (0.88),1 (0.88),2 (0.88),1 (0.84),1 (0.8),1 (0.8),1 (0.8),1 (0.8),1 (0.76),3,MISTRAL,"(1,)",MISTRAL,FALSE,FALSE
1 (0.76),5 (0.8),5 (0.8),1 (0.92),2 (0.8),1 (0.68),5 (0.72),0 (0.88),1 (0.76),1 (0.72),1 (0.88),1 (0.92),1 (0.8),1 (0.88),5 (0.8),2,ELMO,"(1,)",ELMO,FALSE,TRUE
3 (0.76),1 (0.92),3 (0.72),4 (0.76),4 (0.88),3 (0.76),4 (0.8),3 (0.92),3 (0.72),4 (0.76),4 (0.72),4 (0.8),1 (0.76),0 (0.8),3 (0.84),4,"BERT,Glove,RoBERTa","(3, 3, 4)",RoBERTa,TRUE,TRUE
3 (0.92),4 (0.8),5 (0.84),5 (0.68),3 (0.68),4 (0.8),3 (0.64),4 (0.76),4 (0.8),5 (0.64),5 (0.88),4 (0.72),5 (0.96),5 (0.88),5 (0.8),3,"Falcon,LLAMA","(3, 5)",Falcon,TRUE,TRUE
4 (0.8),2 (0.68),4 (0.8),5 (0.76),4 (0.84),4 (0.76),2 (0.84),5 (0.76),4 (0.6),5 (0.68),4 (0.8),4 (0.68),4 (0.84),4 (0.8),5 (0.88),4,Glove,"(4,)",Glove,TRUE,TRUE
1 (0.84),1 (0.88),1 (0.76),1 (0.84),0 (0.88),1 (0.84),0 (0.8),3 (0.72),3 (0.84),4 (0.6),4 (0.72),3 (0.6),1 (0.92),0 (0.76),1 (0.84),0,"LLAMA,W2V","(4, 3)",LLAMA,FALSE,TRUE
0 (0.88),3 (0.88),1 (0.76),4 (0.84),3 (0.72),5 (0.72),1 (0.88),5 (0.8),4 (0.72),1 (0.72),3 (0.8),1 (0.92),3 (0.8),5 (0.72),1 (0.76),2,"ELECTRA,ELMO,Glove,LLAMA,LLAMA3","(3, 5, 4, 1, 5)",ELECTRA,FALSE,FALSE
4 (0.68),4 (0.88),5 (0.84),5 (0.64),4 (0.72),4 (0.76),5 (0.84),4 (0.64),4 (0.84),4 (0.84),4 (0.76),4 (0.84),1 (0.88),4 (0.72),4 (0.52),0,MISTRAL,"(4,)",MISTRAL,FALSE,FALSE
3 (0.8),1 (0.8),5 (0.92),3 (0.8),4 (0.68),1 (0.84),5 (0.76),4 (0.72),4 (0.72),4 (0.84),4 (0.88),5 (0.84),1 (0.76),4 (0.8),4 (0.92),2,ELECTRA,"(4,)",ELECTRA,FALSE,FALSE
3 (0.92),4 (0.96),3 (0.76),3 (0.8),4 (0.84),3 (0.8),3 (0.8),3 (0.8),3 (0.84),3 (0.84),1 (0.76),3 (0.84),1 (0.92),3 (0.8),3 (0.8),5,"BERT,RoBERTa","(3, 1)",BERT,FALSE,FALSE
3 (0.88),0 (0.96),1 (0.72),1 (0.68),1 (0.76),1 (0.64),1 (0.84),1 (0.84),1 (0.68),1 (0.88),1 (0.76),1 (0.76),1 (0.8),2 (0.76),0 (0.8),2,ELMO,"(1,)",ELMO,FALSE,TRUE
3 (0.96),3 (0.52),5 (0.72),1 (0.8),1 (0.8),1 (0.8),5 (0.72),3 (0.88),5 (0.8),2 (0.52),1 (0.68),2 (0.88),1 (0.8),1 (0.84),1 (0.72),3,"BART,LLAMA","(3, 2)",BART,TRUE,TRUE
4 (0.88),1 (0.88),3 (0.76),3 (0.72),3 (0.88),4 (0.92),3 (0.84),3 (0.68),3 (0.72),2 (0.68),3 (0.8),3 (0.68),3 (0.68),4 (0.72),4 (0.76),2,"Fasttext,LLAMA,W2V,XLNET","(3, 2, 3, 3)",LLAMA,TRUE,TRUE
5 (0.8),1 (0.88),5 (0.72),5 (0.84),5 (0.76),5 (0.88),5 (0.84),5 (0.88),4 (0.64),4 (0.88),4 (0.84),5 (0.92),0 (0.88),4 (0.96),5 (0.92),3,Glove,"(4,)",Glove,FALSE,FALSE
5 (0.88),1 (0.84),5 (0.68),1 (0.76),4 (0.72),5 (0.8),4 (0.88),4 (0.84),4 (0.8),5 (0.84),0 (0.92),5 (0.8),4 (0.68),5 (0.88),5 (0.8),5,"BERT,XLNET","(5, 4)",BERT,TRUE,TRUE
1 (1.0),1 (0.76),3 (0.88),1 (0.76),1 (0.96),1 (0.88),1 (0.88),1 (0.88),1 (0.72),1 (0.8),5 (0.76),1 (0.8),4 (0.72),5 (0.8),1 (0.84),4,"Glove,XLNET","(1, 4)",XLNET,TRUE,TRUE
4 (0.88),4 (0.56),4 (0.76),1 (0.84),3 (0.92),1 (0.8),1 (0.76),4 (0.8),4 (0.72),1 (0.88),1 (0.8),5 (0.92),4 (0.8),1 (0.8),1 (0.96),1,BART,"(4,)",BART,FALSE,TRUE
0 (0.72),3 (0.72),2 (0.72),2 (0.76),3 (0.76),2 (0.72),2 (0.68),2 (0.72),3 (0.72),2 (0.76),2 (0.84),1 (0.76),2 (0.76),2 (0.8),2 (0.68),2,"Falcon,MISTRAL","(2, 2)",Falcon,TRUE,TRUE
4 (0.84),4 (0.92),4 (0.72),4 (0.84),4 (0.76),4 (0.76),4 (0.76),4 (0.84),4 (0.68),4 (0.96),5 (0.68),3 (0.68),5 (0.72),5 (0.68),5 (0.76),5,"Glove,RoBERTa,W2V,LLAMA3","(4, 5, 3, 5)",RoBERTa,TRUE,TRUE
3 (0.76),2 (0.76),2 (0.84),0 (0.92),0 (0.92),1 (0.92),0 (0.76),0 (0.84),3 (0.84),1 (0.56),0 (0.92),1 (0.68),1 (0.88),0 (0.68),0 (0.64),0,LLAMA,"(1,)",LLAMA,FALSE,TRUE
4 (0.84),4 (0.88),4 (0.76),5 (0.84),1 (0.84),5 (0.84),5 (0.68),4 (0.8),4 (0.76),5 (0.84),5 (0.8),3 (0.92),4 (0.8),5 (0.92),5 (0.8),2,Falcon,"(5,)",Falcon,FALSE,FALSE
0 (0.88),3 (0.84),3 (0.6),1 (0.88),4 (0.8),2 (0.68),0 (0.68),3 (0.8),5 (0.72),0 (0.8),2 (0.72),1 (0.92),1 (0.68),1 (0.72),1 (0.64),0,BERT,"(3,)",BERT,FALSE,TRUE
3 (0.8),1 (0.64),4 (0.8),3 (0.72),3 (0.6),2 (0.76),1 (0.6),3 (0.84),1 (0.8),1 (0.76),3 (0.76),1 (0.72),0 (0.8),2 (0.76),2 (0.76),3,"ELECTRA,Falcon","(3, 1)",ELECTRA,TRUE,TRUE
1 (0.64),1 (0.36),1 (0.64),1 (0.44),1 (0.6),1 (0.52),1 (0.48),1 (0.84),1 (0.76),3 (0.52),1 (0.52),1 (0.88),1 (0.68),1 (0.44),1 (0.48),1,BART,"(1,)",BART,TRUE,TRUE
4 (0.84),1 (0.8),3 (0.8),1 (0.8),4 (0.84),3 (0.8),3 (0.72),4 (0.92),1 (0.72),3 (0.76),3 (0.6),2 (0.6),4 (0.88),2 (0.88),1 (0.8),3,"RoBERTa,W2V","(3, 2)",RoBERTa,TRUE,TRUE
1 (0.6),4 (0.8),3 (0.72),4 (0.92),4 (0.68),4 (0.8),4 (0.64),4 (0.76),3 (0.84),4 (0.76),1 (0.72),3 (0.68),3 (0.6),2 (0.6),4 (0.68),1,"ALBERT,XLNET,LLAMA3","(1, 3, 2)",ALBERT,TRUE,TRUE
0 (0.6),4 (0.8),3 (0.84),4 (0.72),2 (0.88),3 (0.68),1 (0.8),4 (0.72),1 (0.84),1 (0.8),1 (0.8),4 (0.84),2 (0.72),4 (0.84),3 (0.88),5,ALBERT,"(0,)",ALBERT,FALSE,FALSE
2 (0.92),3 (0.88),3 (0.64),2 (0.88),3 (0.76),1 (0.8),3 (0.92),0 (0.76),4 (0.96),0 (0.84),3 (0.72),3 (0.88),2 (0.84),3 (0.92),0 (0.92),0,BERT,"(3,)",BERT,FALSE,TRUE
4 (0.92),1 (0.68),5 (0.8),4 (0.84),1 (0.92),5 (0.68),2 (0.8),5 (0.76),4 (0.72),1 (0.76),1 (0.8),5 (0.76),4 (0.76),3 (0.64),3 (0.68),3,LLAMA3,"(3,)",LLAMA3,TRUE,TRUE
1 (0.8),3 (0.76),3 (0.88),1 (0.88),3 (0.92),2 (0.84),2 (0.56),3 (0.8),5 (1.0),3 (0.6),4 (0.88),3 (0.8),4 (0.8),1 (0.68),2 (0.8),2,Falcon,"(2,)",Falcon,TRUE,TRUE
1 (0.8),1 (0.88),1 (0.76),1 (0.84),3 (0.68),1 (0.84),0 (0.8),1 (0.8),1 (0.84),1 (1.0),0 (0.88),3 (0.96),2 (0.64),1 (0.72),0 (0.84),5,XLNET,"(2,)",XLNET,FALSE,FALSE
1 (0.84),1 (0.96),1 (0.8),4 (0.8),1 (0.88),1 (0.6),4 (0.76),5 (0.84),1 (0.92),2 (0.76),2 (0.8),5 (0.6),3 (0.72),2 (0.88),2 (0.92),1,"ELMO,W2V","(1, 5)",ELMO,TRUE,TRUE
5 (0.84),3 (0.84),3 (0.92),3 (0.92),0 (0.8),4 (0.64),3 (0.48),4 (0.48),4 (0.88),3 (0.68),3 (0.88),4 (0.68),4 (0.84),3 (0.88),1 (0.6),4,"Falcon,Fasttext","(3, 4)",Fasttext,TRUE,TRUE
3 (0.88),4 (0.8),5 (0.88),3 (0.96),4 (0.84),5 (0.84),0 (0.8),4 (0.76),3 (0.88),5 (0.72),4 (0.84),4 (0.88),1 (0.92),4 (0.88),1 (0.84),5,LLAMA,"(5,)",LLAMA,TRUE,TRUE
4 (0.96),4 (0.92),3 (0.72),4 (0.6),4 (0.92),4 (0.68),4 (0.76),4 (0.76),4 (0.88),4 (0.88),4 (0.96),4 (0.6),5 (0.84),4 (0.76),4 (0.72),5,"DistilBERT,W2V","(4, 4)",W2V,FALSE,TRUE
3 (0.92),4 (0.76),4 (0.88),4 (0.76),3 (0.64),1 (0.68),4 (0.88),3 (0.92),1 (0.88),4 (0.88),5 (0.8),3 (0.84),3 (0.64),4 (0.92),4 (0.72),1,"ELECTRA,XLNET","(3, 3)",XLNET,FALSE,TRUE
2 (0.8),3 (0.72),4 (0.84),3 (0.92),1 (0.84),2 (0.8),3 (0.84),1 (0.68),3 (0.68),1 (0.68),3 (0.8),3 (0.84),3 (0.84),3 (0.8),1 (0.8),1,"Fasttext,Glove,LLAMA","(1, 3, 1)",Fasttext,TRUE,TRUE
1 (0.96),4 (0.76),4 (0.76),1 (0.84),2 (0.84),5 (0.88),1 (0.96),5 (0.88),1 (0.8),0 (0.76),4 (0.88),1 (0.76),1 (0.84),1 (0.96),1 (0.92),2,"BART,BERT,LLAMA,W2V","(4, 4, 0, 1)",W2V,FALSE,TRUE
3 (0.92),4 (0.84),3 (0.64),1 (0.88),4 (0.72),4 (0.8),3 (0.88),4 (0.8),4 (0.72),5 (0.68),3 (0.8),1 (0.84),3 (0.84),3 (0.76),3 (0.84),3,BERT,"(3,)",BERT,TRUE,TRUE
1 (0.76),1 (0.72),0 (0.68),0 (0.52),3 (0.52),1 (0.8),1 (0.72),1 (0.76),1 (0.84),4 (0.88),0 (0.76),1 (0.76),1 (0.84),4 (0.84),1 (0.84),3,"DistilBERT,ELECTRA","(0, 3)",ELECTRA,TRUE,TRUE
2 (0.68),1 (0.96),1 (0.92),3 (0.84),3 (0.84),2 (0.76),1 (0.68),2 (0.76),2 (0.8),1 (0.64),4 (0.76),1 (0.84),3 (0.92),3 (0.92),2 (0.76),2,LLAMA,"(1,)",LLAMA,FALSE,TRUE
4 (0.8),4 (0.68),4 (0.68),4 (0.84),2 (0.8),4 (0.76),4 (0.76),4 (0.8),5 (0.84),4 (0.72),4 (0.76),5 (0.68),1 (0.88),4 (0.8),4 (0.8),5,"BART,BERT,W2V","(4, 4, 5)",W2V,TRUE,TRUE
1 (0.64),1 (0.8),1 (0.56),1 (0.68),1 (0.52),1 (0.68),1 (0.64),1 (0.8),3 (0.76),1 (0.64),1 (0.44),1 (0.8),1 (0.64),1 (0.48),1 (0.56),3,RoBERTa,"(1,)",RoBERTa,FALSE,TRUE
0 (0.96),1 (0.96),2 (0.76),2 (0.92),3 (0.84),5 (0.72),1 (0.64),1 (0.88),4 (0.8),1 (0.96),1 (0.84),5 (0.92),3 (0.68),1 (0.76),1 (0.84),1,Falcon,"(1,)",Falcon,TRUE,TRUE
1 (0.52),1 (0.6),1 (0.28),3 (0.64),1 (0.4),1 (0.48),3 (0.68),1 (0.84),1 (0.84),1 (0.36),1 (0.72),1 (0.8),1 (0.64),1 (0.48),1 (0.52),1,BERT,"(1,)",BERT,TRUE,TRUE
3 (0.92),4 (0.76),3 (0.76),3 (0.68),4 (0.76),2 (0.48),2 (0.04),3 (0.76),4 (0.88),2 (0.56),2 (0.96),1 (0.32),4 (0.8),2 (0.12),2 (0.24),2,Falcon,"(2,)",Falcon,TRUE,TRUE
2 (0.92),5 (0.84),2 (0.72),2 (0.64),1 (0.88),1 (0.8),2 (0.84),4 (0.84),1 (0.76),1 (0.68),4 (0.76),1 (0.88),1 (0.8),1 (0.8),1 (0.8),0,DistilBERT,"(2,)",DistilBERT,FALSE,FALSE
1 (0.8),3 (0.88),1 (0.76),1 (0.92),0 (0.88),1 (0.56),1 (0.84),1 (0.8),1 (0.88),1 (0.88),4 (0.88),1 (0.84),1 (0.8),1 (0.64),1 (0.68),5,ELMO,"(1,)",ELMO,FALSE,FALSE
4 (0.84),1 (0.64),4 (0.88),1 (0.8),1 (0.8),2 (0.76),3 (0.8),3 (0.8),1 (0.96),3 (0.76),3 (0.92),0 (0.88),4 (0.96),3 (0.8),3 (0.72),1,BART,"(1,)",BART,TRUE,TRUE
4 (0.72),1 (0.76),3 (0.68),3 (0.68),3 (0.92),1 (0.76),3 (0.6),1 (0.8),5 (0.88),3 (0.76),3 (0.84),1 (0.72),0 (0.76),1 (0.72),3 (0.84),5,Falcon,"(3,)",Falcon,FALSE,TRUE
2 (0.96),3 (0.88),5 (0.8),1 (0.72),1 (0.72),1 (0.88),1 (0.72),0 (0.72),1 (0.8),1 (0.92),4 (0.68),1 (0.72),0 (0.8),0 (0.8),4 (0.8),4,RoBERTa,"(4,)",RoBERTa,TRUE,TRUE
2 (0.84),3 (0.8),2 (0.8),2 (0.72),1 (0.8),2 (0.68),1 (0.8),0 (0.8),1 (0.88),1 (0.64),1 (0.84),3 (0.64),4 (0.76),1 (0.8),1 (0.8),3,"LLAMA,W2V","(1, 3)",W2V,TRUE,TRUE
1 (0.92),4 (0.84),1 (0.8),1 (0.8),1 (0.88),1 (0.88),0 (0.76),1 (0.8),0 (0.76),1 (0.76),1 (0.96),2 (0.68),1 (0.88),1 (0.8),1 (0.76),1,W2V,"(2,)",W2V,FALSE,TRUE
5 (0.88),3 (0.84),4 (0.68),4 (0.72),3 (0.88),4 (0.8),0 (0.84),4 (0.8),1 (0.84),1 (0.92),1 (0.84),1 (0.84),3 (0.68),1 (0.88),1 (0.92),3,"BERT,XLNET","(4, 3)",XLNET,TRUE,TRUE
1 (0.68),1 (0.48),1 (0.44),1 (0.72),1 (0.64),1 (0.48),1 (0.84),1 (0.84),1 (0.92),1 (0.8),1 (0.64),1 (0.72),1 (0.52),1 (0.72),1 (0.6),1,BERT,"(1,)",BERT,TRUE,TRUE
2 (0.8),1 (0.92),4 (0.6),4 (0.84),3 (0.88),4 (0.8),3 (0.84),4 (0.88),3 (0.6),2 (0.68),3 (0.8),0 (0.8),1 (0.72),3 (0.76),4 (0.76),0,"BERT,Glove","(4, 3)",BERT,FALSE,TRUE
0 (0.8),3 (0.8),2 (0.8),1 (0.68),1 (0.92),2 (0.84),1 (0.92),1 (0.8),1 (0.56),3 (0.64),1 (0.76),2 (0.76),0 (0.56),3 (0.8),3 (0.84),0,"Glove,XLNET","(1, 0)",XLNET,TRUE,TRUE
4 (0.92),3 (0.72),3 (0.96),5 (0.84),5 (0.92),4 (0.84),2 (0.76),5 (0.56),3 (0.56),4 (0.68),2 (0.8),5 (0.6),2 (0.76),1 (0.8),2 (0.88),3,"Fasttext,Glove","(5, 3)",Glove,TRUE,TRUE
3 (0.8),4 (0.64),4 (0.84),3 (0.8),3 (0.84),3 (0.88),4 (0.72),3 (0.8),3 (0.88),4 (0.6),4 (0.88),4 (0.68),3 (0.68),3 (0.76),2 (0.8),4,LLAMA,"(4,)",LLAMA,TRUE,TRUE
0 (0.92),1 (0.8),4 (0.88),3 (0.8),4 (0.8),1 (0.88),1 (0.76),1 (0.8),1 (0.88),3 (0.72),5 (0.84),1 (0.76),3 (0.64),1 (0.88),1 (0.8),5,XLNET,"(3,)",XLNET,FALSE,TRUE
3 (0.8),5 (0.8),3 (0.84),3 (0.8),3 (0.8),3 (0.88),2 (0.8),4 (0.68),3 (0.68),2 (0.76),2 (0.8),4 (0.8),3 (0.8),2 (0.88),1 (0.76),3,"Fasttext,Glove","(4, 3)",Glove,TRUE,TRUE
3 (0.88),3 (0.84),3 (0.92),2 (0.76),3 (0.84),0 (0.68),0 (0.72),3 (0.64),2 (0.76),1 (0.76),1 (0.88),4 (0.8),1 (0.8),1 (0.72),3 (0.8),3,Fasttext,"(3,)",Fasttext,TRUE,TRUE
2 (0.6),1 (0.88),2 (0.64),3 (0.6),1 (0.84),2 (0.84),3 (0.92),2 (0.8),1 (0.88),0 (0.76),1 (0.8),2 (0.8),3 (0.88),1 (0.92),0 (0.76),4,"ALBERT,DistilBERT","(2, 3)",ALBERT,FALSE,FALSE
4 (0.72),5 (0.8),1 (0.68),5 (0.8),4 (0.8),5 (0.84),5 (0.72),5 (0.84),4 (0.84),4 (0.84),4 (0.76),5 (0.76),5 (0.68),4 (0.72),5 (0.76),5,"BERT,XLNET","(1, 5)",XLNET,TRUE,TRUE
2 (0.76),4 (0.8),4 (0.8),1 (0.84),4 (0.92),4 (0.72),4 (0.88),4 (0.88),4 (0.8),5 (0.8),2 (0.76),5 (0.84),3 (0.88),2 (0.88),3 (0.76),4,ELMO,"(4,)",ELMO,TRUE,TRUE
5 (0.68),1 (0.8),1 (0.92),3 (0.92),1 (0.64),1 (0.36),4 (0.84),3 (0.76),3 (0.76),1 (0.52),3 (0.84),4 (0.84),1 (0.72),4 (0.88),1 (0.8),3,ELMO,"(1,)",ELMO,FALSE,TRUE
1 (0.8),4 (0.88),1 (0.88),4 (0.76),1 (0.88),4 (0.76),0 (0.68),1 (0.88),3 (0.72),1 (0.84),1 (0.6),1 (0.76),1 (0.92),4 (0.72),1 (0.8),5,RoBERTa,"(1,)",RoBERTa,FALSE,FALSE
2 (0.8),3 (0.76),1 (0.76),1 (0.8),3 (0.68),2 (0.8),1 (0.88),1 (0.96),3 (0.88),1 (0.88),1 (0.8),1 (0.92),1 (0.68),1 (0.8),1 (0.84),3,"ELECTRA,XLNET","(3, 1)",ELECTRA,TRUE,TRUE
3 (0.88),3 (0.76),3 (0.8),5 (0.8),3 (0.56),3 (0.88),1 (0.84),3 (0.88),3 (0.84),1 (0.84),1 (0.72),1 (0.88),3 (0.84),1 (0.8),3 (0.88),4,ELECTRA,"(3,)",ELECTRA,FALSE,FALSE
3 (0.84),3 (0.6),2 (0.72),2 (0.76),2 (0.8),2 (0.88),3 (0.84),3 (0.84),2 (0.64),2 (0.84),2 (0.76),2 (0.72),2 (0.8),3 (0.92),3 (0.8),3,BART,"(3,)",BART,TRUE,TRUE
2 (0.88),1 (0.72),3 (0.8),3 (0.72),3 (0.76),2 (0.76),3 (0.84),3 (0.96),1 (0.84),3 (0.76),3 (0.88),1 (0.84),2 (0.68),1 (0.92),1 (0.76),2,XLNET,"(2,)",XLNET,TRUE,TRUE
3 (0.6),3 (0.8),2 (0.64),3 (0.68),3 (0.72),3 (0.76),3 (0.92),4 (0.92),3 (0.72),3 (0.8),3 (0.64),4 (0.84),3 (0.84),3 (0.88),3 (0.88),2,ALBERT,"(3,)",ALBERT,FALSE,TRUE
1 (0.84),4 (0.84),5 (0.8),2 (0.88),0 (0.84),5 (0.76),1 (0.96),4 (0.8),4 (0.92),4 (0.84),1 (0.76),0 (0.88),1 (0.8),1 (0.84),1 (0.84),0,"ELMO,RoBERTa","(5, 1)",ELMO,FALSE,TRUE
1 (0.72),3 (0.68),3 (0.84),1 (0.8),1 (0.88),1 (0.88),2 (0.88),5 (0.92),3 (0.84),2 (0.8),2 (0.68),1 (0.68),1 (0.84),2 (0.72),0 (0.88),5,"BART,RoBERTa,W2V","(3, 2, 1)",RoBERTa,FALSE,TRUE
1 (0.84),2 (0.88),3 (0.84),1 (0.84),3 (0.96),2 (0.76),3 (0.76),0 (0.84),1 (0.84),4 (0.76),3 (0.84),2 (0.84),3 (0.88),3 (0.8),3 (0.8),2,"ELMO,Falcon,LLAMA","(2, 3, 4)",ELMO,TRUE,TRUE
3 (0.84),4 (0.8),3 (0.8),3 (0.84),3 (0.92),3 (0.84),2 (0.8),3 (0.76),3 (0.6),2 (1.0),2 (0.6),5 (0.68),1 (0.84),2 (0.76),2 (0.8),3,"Glove,RoBERTa","(3, 2)",Glove,TRUE,TRUE
3 (0.84),1 (0.96),1 (0.88),2 (0.8),3 (0.72),2 (0.76),1 (0.88),1 (0.76),1 (0.8),1 (0.84),2 (0.84),1 (0.92),1 (0.76),1 (0.76),1 (0.88),5,ELECTRA,"(3,)",ELECTRA,FALSE,FALSE
0 (0.88),1 (0.64),2 (0.96),3 (0.76),3 (0.8),2 (0.88),2 (0.88),2 (0.84),2 (0.76),3 (0.72),2 (0.76),3 (0.88),3 (0.84),3 (0.84),3 (0.68),2,BART,"(1,)",BART,FALSE,TRUE
1 (0.8),3 (0.76),4 (0.84),2 (0.76),4 (0.92),1 (0.68),1 (0.84),4 (0.68),3 (0.88),5 (0.92),4 (0.92),1 (0.72),1 (0.84),4 (0.76),4 (0.76),4,"ELMO,Fasttext","(1, 4)",Fasttext,TRUE,TRUE
3 (0.84),3 (0.8),4 (0.76),3 (0.76),3 (0.88),3 (0.8),1 (0.88),3 (0.88),3 (0.76),1 (0.8),3 (0.88),2 (0.72),3 (0.8),2 (0.92),3 (0.8),3,W2V,"(2,)",W2V,FALSE,TRUE
4 (0.88),3 (0.88),3 (0.76),3 (0.96),3 (0.76),3 (0.76),3 (0.88),2 (0.8),3 (0.84),3 (0.84),3 (0.92),2 (0.84),3 (0.84),3 (0.72),3 (0.64),4,MISTRAL,"(3,)",MISTRAL,FALSE,TRUE
5 (0.76),4 (0.92),4 (0.72),3 (0.8),1 (0.8),4 (0.96),5 (0.88),4 (0.72),4 (0.84),5 (0.72),4 (0.88),5 (0.92),4 (0.84),5 (0.84),3 (0.84),5,"BERT,Fasttext,LLAMA","(4, 4, 5)",LLAMA,TRUE,TRUE
3 (0.88),0 (0.8),5 (0.84),2 (0.8),3 (0.8),1 (0.72),3 (0.88),4 (0.88),4 (0.64),4 (0.84),4 (0.84),4 (0.92),1 (0.84),4 (0.8),4 (0.8),3,Glove,"(4,)",Glove,FALSE,TRUE
1 (0.88),1 (0.92),3 (0.92),2 (0.96),1 (0.84),0 (0.96),1 (0.84),3 (0.92),2 (0.76),0 (0.72),2 (0.88),0 (0.92),1 (0.84),1 (0.88),1 (0.84),4,LLAMA,"(0,)",LLAMA,FALSE,FALSE
2 (0.84),1 (0.68),3 (0.88),5 (0.72),1 (0.84),1 (0.88),1 (0.72),0 (0.72),1 (0.8),0 (0.84),5 (0.76),1 (0.92),4 (0.6),0 (0.6),0 (0.76),4,"LLAMA3, XLNET","(0, 4)",XLNET,TRUE,TRUE
1 (0.92),1 (0.76),3 (0.88),5 (0.72),4 (0.6),1 (0.8),3 (0.92),3 (0.8),1 (0.84),4 (0.72),4 (0.76),1 (0.8),1 (0.8),1 (0.72),4 (0.6),3,"MISTRAL, ELECTRA","(4, 4)",MISTRAL,FALSE,TRUE
0 (0.84),3 (0.88),4 (0.72),3 (0.64),5 (1.0),1 (0.84),3 (0.64),3 (0.76),1 (0.76),3 (0.84),4 (0.72),3 (0.84),4 (0.64),2 (0.84),1 (0.84),4,"DistilBERT,Falcon,XLNET","(3, 3, 4)",XLNET,TRUE,TRUE
2 (0.68),1 (0.96),2 (0.92),3 (0.68),3 (0.92),2 (0.8),2 (0.84),3 (0.76),1 (0.84),2 (0.68),2 (0.8),3 (0.76),3 (0.88),2 (0.8),3 (0.8),3,"ALBERT,DistilBERT,LLAMA","(2, 3, 2)",DistilBERT,TRUE,TRUE
4 (0.88),4 (0.72),3 (0.68),3 (0.8),4 (0.76),4 (0.96),5 (0.92),4 (0.8),4 (0.84),5 (0.68),5 (0.84),4 (0.72),1 (0.84),3 (0.8),5 (0.8),5,"BERT,LLAMA","(3, 5)",LLAMA,TRUE,TRUE
2 (0.92),4 (0.76),2 (0.64),2 (0.72),1 (0.88),2 (0.72),3 (0.68),2 (0.76),3 (0.92),3 (0.72),3 (0.84),1 (0.6),3 (0.72),3 (0.84),2 (0.88),5,W2V,"(1,)",W2V,FALSE,FALSE
1 (0.76),2 (0.72),2 (0.84),2 (0.92),1 (0.72),2 (0.64),1 (0.76),1 (0.88),1 (0.76),2 (0.76),2 (0.84),1 (1.0),1 (0.88),1 (0.76),1 (0.88),5,ELMO,"(2,)",ELMO,FALSE,FALSE
3 (0.84),4 (0.88),3 (0.84),3 (0.84),4 (0.72),1 (0.8),3 (0.8),3 (0.8),1 (0.68),1 (0.72),4 (0.8),3 (0.88),1 (0.84),3 (0.92),3 (0.84),0,Glove,"(1,)",Glove,FALSE,FALSE
1 (0.72),3 (0.84),1 (0.56),4 (0.88),2 (0.76),1 (0.88),3 (0.88),4 (0.76),1 (0.68),1 (0.72),1 (0.8),2 (0.72),3 (0.84),1 (0.88),1 (0.6),5,BERT,"(1,)",BERT,FALSE,FALSE
